State,Pollster,Start.date,End.date,Entry Date Time,Mode,Biden,Trump,Biden_Margin
--,Monmouth University,3/18/2020,3/22/2020,3/24/2020 11:04,Live Phone,48,45,3
--,Morning Consult,3/16/2020,3/22/2020,3/24/2020 6:14,Online,47,42,5
--,Hofstra University,3/5/2020,3/12/2020,3/19/2020 8:13,Online,51,49,2
CT,Sacred Heart University,2/24/2020,3/12/2020,3/19/2020 8:13,Live Phone/Online,52,36,16
--,YouGov,3/15/2020,3/17/2020,3/18/2020 9:40,Online,48,41,7
--,Ipsos,3/13/2020,3/16/2020,3/17/2020 9:34,Online,46,37,9
--,Morning Consult,3/11/2020,3/15/2020,3/17/2020 5:56,Online,48,42,6
FL,AtlasIntel,3/14/2020,3/16/2020,3/16/2020 22:57,Online,45,45,0
--,RMG Research,3/13/2020,3/15/2020,3/16/2020 18:08,Online,47,43,4
FL,Latino Decisions,3/6/2020,3/12/2020,3/16/2020 12:07,Live Phone/Online,45,48,-3
AZ,Marist College,3/10/2020,3/15/2020,3/16/2020 12:00,Live Phone,47,46,1
OH,Marist College,3/10/2020,3/13/2020,3/16/2020 12:00,Live Phone,49,45,4
AZ,Monmouth University,3/11/2020,3/14/2020,3/16/2020 6:56,Live Phone,46,43,3
--,NBC News/Wall Street Journal,3/11/2020,3/13/2020,3/15/2020 8:54,Live Phone,52,43,9
AZ,Climate Nexus,2/11/2020,2/15/2020,3/13/2020 17:16,Online,42,46,-4
AZ,Latino Decisions,3/6/2020,3/11/2020,3/13/2020 9:58,Live Phone/Online,50,42,8
AZ,OH Predictive Insights,3/3/2020,3/4/2020,3/13/2020 8:54,IVR/Live Phone,49,43,6
--,YouGov,3/10/2020,3/11/2020,3/12/2020 16:45,Online,45,41,4
--,Civiqs,3/8/2020,3/11/2020,3/12/2020 12:41,Online,48,46,2
WI,Public Policy Polling,3/10/2020,3/11/2020,3/12/2020 8:35,IVR,48,45,3
KS,Public Policy Polling,3/10/2020,3/11/2020,3/12/2020 8:35,IVR,40,52,-12
IA,Selzer & Co.,3/2/2020,3/6/2020,3/11/2020 20:43,Live Phone,41,51,-10
OK,Amber Integrated,3/5/2020,3/8/2020,3/11/2020 16:04,Live Phone/Online,33,57,-24
--,YouGov,3/8/2020,3/10/2020,3/11/2020 9:14,Online,47,43,4
WA,SurveyUSA,3/4/2020,3/6/2020,3/10/2020 23:28,Online,57,34,23
--,The Harris Poll,2/26/2020,2/28/2020,3/10/2020 13:40,Online,55,45,10
--,Ipsos,3/6/2020,3/9/2020,3/10/2020 12:08,Online,44,42,2
FL,Florida Atlantic University,3/5/2020,3/7/2020,3/10/2020 8:10,IVR/Online,49,51,-2
--,Morning Consult,3/5/2020,3/8/2020,3/10/2020 5:42,Online,48,41,7
MI,AtlasIntel,3/7/2020,3/9/2020,3/9/2020 22:41,Online,44,46,-2
--,Quinnipiac University,3/5/2020,3/8/2020,3/9/2020 15:03,Live Phone,52,41,11
PA,YouGov,3/6/2020,3/8/2020,3/9/2020 14:13,Online,46,40,6
WI,YouGov,3/6/2020,3/8/2020,3/9/2020 14:13,Online,44,42,2
MI,YouGov,3/6/2020,3/8/2020,3/9/2020 14:12,Online,45,41,4
MI,Monmouth University,3/5/2020,3/8/2020,3/9/2020 13:05,Live Phone,48,41,7
ND,DFM Research,3/3/2020,3/6/2020,3/9/2020 11:24,Live Phone,38,55,-17
MI,Optimus,3/5/2020,3/7/2020,3/9/2020 8:49,Live Phone/Text,44,46,-2
PA,Optimus,3/5/2020,3/7/2020,3/9/2020 8:49,Live Phone/Text,44,45,-1
WI,Optimus,3/5/2020,3/7/2020,3/9/2020 8:49,Live Phone/Text,43,45,-2
--,SSRS,3/4/2020,3/7/2020,3/9/2020 7:16,Live Phone,53,43,10
MI,Expedition Strategies,2/6/2020,2/18/2020,3/7/2020 0:26,Online,43,43,0
PA,Expedition Strategies,2/6/2020,2/18/2020,3/7/2020 0:26,Online,47,42,5
WI,Expedition Strategies,2/6/2020,2/18/2020,3/7/2020 0:26,Online,42,44,-2
UT,RMG Research,2/24/2020,3/1/2020,3/6/2020 0:14,Online,33,50,-17
MS,Mason-Dixon Polling & Research Inc.,2/26/2020,2/28/2020,3/5/2020 8:16,Live Phone,41,56,-15
ME,Public Policy Polling,3/2/2020,3/4/2020,3/5/2020 8:02,IVR,52,42,10
AZ,Public Policy Polling,3/2/2020,3/4/2020,3/5/2020 8:02,IVR,48,47,1
GA,University of Georgia,2/24/2020,3/2/2020,3/4/2020 6:59,Live Phone,43,51,-8
VA,Hampton University,2/25/2020,2/28/2020,3/3/2020 0:21,Online,45,38,7
TX,AtlasIntel,2/24/2020,3/2/2020,3/2/2020 20:07,Online,43,47,-4
CA,AtlasIntel,2/24/2020,3/2/2020,3/2/2020 17:43,Online,62,26,36
CO,Climate Nexus,2/15/2020,2/19/2020,3/2/2020 15:49,Online,46,43,3
NC,Climate Nexus,2/15/2020,2/19/2020,3/2/2020 15:47,Online,46,44,2
FL,Saint Leo University,2/17/2020,2/22/2020,3/2/2020 14:11,Online,51,40,11
--,Saint Leo University,2/17/2020,2/22/2020,3/2/2020 14:10,Online,47,40,7
CA,YouGov,2/26/2020,2/28/2020,3/2/2020 11:02,Online,59,31,28
--,IBD/TIPP,2/20/2020,2/29/2020,3/2/2020 9:29,Live Phone,49,46,3
NC,East Carolina University,2/27/2020,2/28/2020,3/1/2020 9:39,IVR/Online,48,46,2
NC,Marist College,2/23/2020,2/27/2020,3/1/2020 8:59,Live Phone,49,45,4
TX,Marist College,2/23/2020,2/27/2020,3/1/2020 8:59,Live Phone,45,49,-4
TX,University of Texas at Tyler,2/17/2020,2/26/2020,3/1/2020 6:06,Live Phone/Online,44,45,-1
MO,Remington Research Group,2/26/2020,2/27/2020,2/29/2020 10:06,Automated Phone,42,52,-10
SC,AtlasIntel,2/25/2020,2/28/2020,2/28/2020 18:55,Online,42,48,-6
--,Morning Consult,2/23/2020,2/27/2020,2/28/2020 15:26,Online,46,42,4
--,YouGov,2/26/2020,2/27/2020,2/28/2020 14:44,Online,50,41,9
CA,"University of California, Berkeley",2/20/2020,2/25/2020,2/28/2020 14:34,Online,60,31,29
TX,SSRS,2/22/2020,2/26/2020,2/28/2020 12:14,Live Phone,48,47,1
CA,SSRS,2/22/2020,2/26/2020,2/28/2020 12:13,Live Phone,60,35,25
TX,North Star Opinion Research,2/21/2020,2/26/2020,2/28/2020 12:03,Live Phone/Online,43,46,-3
--,Fox News/Beacon Research/Shaw & Co. Research,2/23/2020,2/26/2020,2/27/2020 18:14,Live Phone,49,41,8
WI,Marquette University Law School,2/19/2020,2/23/2020,2/27/2020 13:47,Live Phone,46,46,0
NH,University of New Hampshire,2/19/2020,2/25/2020,2/27/2020 10:55,Live Phone,44,46,-2
PA,Muhlenberg College,2/12/2020,2/20/2020,2/27/2020 7:06,Live Phone,47,47,0
MT,University of Montana,2/12/2020,2/22/2020,2/26/2020 20:33,Online,34,56,-22
--,Ipsos,2/19/2020,2/25/2020,2/26/2020 10:57,Online,47,40,7
MD,Goucher College,2/13/2020,2/19/2020,2/25/2020 0:04,Live Phone,60,35,25
VA,Roanoke College,2/9/2020,2/18/2020,2/24/2020 9:47,Live Phone,48,40,8
NY,Siena College,2/16/2020,2/20/2020,2/24/2020 6:46,Live Phone,55,36,19
--,YouGov,2/20/2020,2/22/2020,2/23/2020 10:39,Online,47,45,2
PA,YouGov,2/11/2020,2/20/2020,2/23/2020 8:20,Online,46,45,1
MI,YouGov,2/11/2020,2/20/2020,2/23/2020 8:20,Online,47,43,4
WI,YouGov,2/11/2020,2/20/2020,2/23/2020 8:20,Online,45,43,2
NV,AtlasIntel,2/19/2020,2/21/2020,2/21/2020 16:04,Online,44,41,3
CA,YouGov,1/2/2020,2/15/2020,2/20/2020 16:15,Online,60,30,30
MI,Quinnipiac University,2/12/2020,2/18/2020,2/20/2020 12:05,Live Phone,47,43,4
PA,Quinnipiac University,2/12/2020,2/18/2020,2/20/2020 12:05,Live Phone,50,42,8
WI,Quinnipiac University,2/12/2020,2/18/2020,2/20/2020 12:05,Live Phone,42,49,-7
FL,University of North Florida,2/10/2020,2/18/2020,2/19/2020 22:16,Live Phone,49,48,1
CA,SurveyUSA,2/13/2020,2/16/2020,2/19/2020 17:54,Online,57,37,20
NC,SurveyUSA,2/13/2020,2/16/2020,2/19/2020 17:46,Online,49,45,4
--,SurveyUSA,2/13/2020,2/17/2020,2/19/2020 10:25,Online,48,45,3
--,Ipsos,2/14/2020,2/17/2020,2/19/2020 9:30,Online,42,40,2
--,ABC News/Washington Post,2/14/2020,2/17/2020,2/19/2020 6:05,Live Phone,52,45,7
--,ABC News/Washington Post,2/14/2020,2/17/2020,2/19/2020 6:04,Live Phone,52,44,8
--,Morning Consult,2/12/2020,2/17/2020,2/19/2020 5:04,Online,45,43,2
--,NBC News/Wall Street Journal,2/14/2020,2/17/2020,2/18/2020 16:59,Live Phone,52,44,8
NJ,Fairleigh Dickinson University (PublicMind),2/12/2020,2/16/2020,2/18/2020 16:50,Live Phone,52,34,18
OK,Cole Hargrave Snodgrass & Associates,2/10/2020,2/13/2020,2/18/2020 11:56,Live Phone/Text,33,57,-24
--,Marist College,2/13/2020,2/16/2020,2/18/2020 4:58,Live Phone,50,44,6
--,Morning Consult,2/4/2020,2/9/2020,2/11/2020 8:29,Online,45,42,3
NH,AtlasIntel,2/8/2020,2/10/2020,2/10/2020 22:24,Online,44,46,-2
--,Ipsos,2/7/2020,2/10/2020,2/10/2020 18:40,Online,44,42,2
--,Quinnipiac University,2/5/2020,2/9/2020,2/10/2020 14:17,Live Phone,50,43,7
--,Morning Consult,1/27/2020,2/2/2020,2/2/2020 14:30,Online,46,42,4
--,NBC News/Wall Street Journal,1/26/2020,1/29/2020,2/2/2020 13:10,Live Phone,50,44,6
GA,Mason-Dixon Polling & Research Inc.,2/1/2020,2/1/2020,2/2/2020 7:20,Live Phone,44,51,-7
GA,SurveyUSA,2/1/2020,2/1/2020,2/2/2020 7:20,Online,47,43,4
--,USC Dornsife,1/15/2020,1/28/2020,1/31/2020 13:10,Online,49,40,9
--,ABC News/Washington Post,1/20/2020,1/23/2020,1/27/2020 8:00,Live Phone,50,46,4
--,Fox News/Beacon Research/Shaw & Co. Research,1/19/2020,1/22/2020,1/24/2020 8:00,Live Phone,50,41,9
--,CNN,1/16/2020,1/19/2020,1/20/2020 8:00,Live Phone,53,44,9
--,Morning Consult,1/6/2020,1/12/2020,1/14/2020 14:30,Online,46,41,5
--,Fox News/Beacon Research/Shaw & Co. Research,1/1/2020,1/1/2020,1/1/2020 8:00,Live Phone,48,41,7
--,Quinnipiac University,1/1/2020,1/1/2020,1/1/2020 8:00,Live Phone,51,42,9
